country,unit,date_implemented,date_lifted,measure,level,measure_cat,measure_sub_cat,source,entered_by,reviewed_by
CH,CH-VS,2020-03-10,,Members of risk groups showing symptoms shall contact a doctor,cantonal,recommendations,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=6855109,JB,FK
CH,CH-VS,2020-03-10,,Closure of day care facilities for elderly people,cantonal,public_institutions,ban of access to short- and long-term care facilites,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=6855109,JB,FK
CH,CH-VS,2020-03-10,,Visits to hospitals and old people's homes to be reduced to a minimum,cantonal,public_institutions,restriction of access to short- and long-term care facilites,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=6855109,JB,FK
CH,CH-VS,2020-03-10,,Persons showing symptoms shall stay at home and contact doctors/hospitals before going there.,cantonal,recommendations,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=6855109,JB,FK
CH,CH-VS,2020-03-13,,Closure of day care for children,cantonal,public_institutions,closure of day care,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=6900389,JB,FK
CH,CH-VS,2020-03-13,,Prohibition of events with more than 50 persons (exceptions for events of important public concern possible),cantonal,mass_gatherings,ban of events / mass gatherings of > 50 persons,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=6900389,JB,FK
CH,CH-VS,2020-03-13,,"Recommendation to avoid all activities with less than 50 participants, incl professional, cultural and sporting activities",cantonal,recommendations,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=6900389,JB,FK
CH,CH-VS,2020-03-13,,"Closure of cultural, entertainment and sports facilities (cinemas, theatres, gyms, bars, wimming pools, ski ressorts etc)",cantonal,private_institutions,closure of private institutions and businesses with close contact,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=6900389,JB,FK
CH,CH-VS,2020-03-13,,Restaurants cannot accommodate more than 50 persons in one room,cantonal,private_institutions,restriction of access to private institutions,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=6900389,JB,FK
CH,CH-VS,2020-03-13,,Sporint and cultural activities in groups are prohibited,cantonal,other,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=6900389,JB,FK
CH,CH-VS,2020-03-13,,Social distancing and increased hygiene measures required for all commercial activities,cantonal,other,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=6900389,JB,FK
CH,CH-VS,2020-03-13,,Increased hygiene measures in public transportatin required,cantonal,other,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=6900389,JB,FK
CH,CH-VS,2020-03-13,,Prohibition of non-essential visits to medical and socio-medical facilities,cantonal,public_institutions,ban of access to short- and long-term care facilites,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=6900389,JB,FK
CH,CH-VS,2020-03-13,,"Necessities of healthcare facilities, security institutions and the economy are to be taken into account when calling civil defense members",cantonal,other,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=6900389,JB,FK
CH,CH-VS,2020-03-13,,Call to confederation to limit cross-boarder traffic to Italy,cantonal,other,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=6900389,JB,FK
CH,CH-VS,2020-03-13,,Recommendation to limit contact to members of risk groups,cantonal,recommendations,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=6900389,JB,FK
CH,CH-VS,2020-03-13,,"Members of risk groups are discouraged to oversee kids, participate in public or private events and use public transport (other than for medical/professional reasons or supply of basic goods)",cantonal,recommendations,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=6900389,JB,FK
CH,CH-VS,2020-03-16,,Closure of schools,cantonal,public_institutions,closure of schools,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=6900389,JB,FK
CH,CH-VS,2020-03-16,,"""Ausserordentliche Lage"" (""exceptional state"") declared (following federal decision)",cantonal,other,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=6916182,JB,FK
CH,CH-VS,2020-03-16,,"Closure of restuarants, bars etc with the exception of delivery services",cantonal,private_institutions,closure of private institutions and businesses with close contact,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=6916182,JB,FK
CH,CH-VS,2020-03-16,,Closure of non-essential shops and markets,cantonal,private_institutions,closure of private institutions and businesses with close contact,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=6916182,JB,FK
CH,CH-VS,2020-03-16,,Prohibition of all public or private events and gatherings,cantonal,mass_gatherings,ban of events / mass gatherings of > 5 persons,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=6916182,JB,FK
CH,CH-VS,2020-03-16,,Prohibition of all in-person services,cantonal,private_institutions,closure of private institutions and businesses with close contact,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=6916182,JB,FK
CH,CH-VS,2020-03-16,2020-03-16,Closure of hotels,cantonal,private_institutions,closure of private institutions and businesses with close contact,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=6916182,JB,FK
CH,CH-VS,2020-03-16,,Prohibition of all religious ceremonies other than funerals; funerals limited to family members,cantonal,other,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=6916182,JB,FK
CH,CH-VS,2020-03-16,,Prohibition of driving classes,cantonal,private_institutions,closure of private institutions and businesses with close contact,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=6916182,JB,FK
CH,CH-VS,2020-03-16,,cancellation of driving exams,cantonal,public_institutions,closure of public offices and counters,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=6916182,JB,FK
CH,CH-VS,2020-03-16,,Recommendation to increase hygiene standards in workplaces,cantonal,recommendations,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=6916182,JB,FK
CH,CH-VS,2020-03-16,,Recommendation to find local accommodation for cross-border commuters,cantonal,recommendations,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=6916182,JB,FK
CH,CH-VS,2020-03-16,,"Penalties up to 10,000 CHF for violations of restrictions",cantonal,other,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=6916182,JB,FK
CH,CH-VS,2020-03-16,,Medical certificate only required after 5 days of absence from work,cantonal,other,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=6916182,JB,FK
CH,CH-VS,2020-03-16,,Recommendation to postpone non-essential  visits to public administration and use online/phone services,cantonal,recommendations,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=6922938,JB,FK
CH,CH-VS,2020-03-16,,Deadline for tax declaration postponed,cantonal,economic,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=6922938,JB,FK
CH,CH-VS,2020-03-16,,Increase of work from home in public administration,cantonal,other,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=6922938,JB,FK
CH,CH-VS,2020-03-16,,System of alternating teams put in place in public administration,cantonal,other,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=6922938,JB,FK
CH,CH-VS,2020-03-16,,Employees of public administration can be required to cancel holidays,cantonal,other,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=6922938,JB,FK
CH,CH-VS,2020-03-16,,Hotels remain open as federal decision overrides cantonal decision,cantonal,other,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=6923379,JB,FK
CH,CH-VS,2020-03-17,,"""Patrouille des Jeunes"" youth sports event canceled",cantonal,other,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=6929074,JB,FK
CH,CH-VS,2020-03-17,,Staatsrat session as teleconference due to positive test of one member,cantonal,other,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=6933778,JB,FK
CH,CH-VS,2020-03-18,,Appeal to private healthcare institutions to increase capacities for COVID19 treatment,cantonal,case_management,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=6944833,JB,FK
CH,CH-VS,2020-03-18,,"Departement für Gesundheit, Soziales und Kultur authorized to call private healthcare providers to assist with COVID treatment / provide personnel",cantonal,case_management,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=6944833,JB,FK
CH,CH-VS,2020-03-20,,Simplified procedures for reduction of working hors and resulting compensations,cantonal,economic,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=6967063,JB,FK
CH,CH-VS,2020-03-23,,Coordination of (non-medical) volunteer services by Benevoles Valais-Wallis,cantonal,other,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=6985818,JB,FK
CH,CH-VS,2020-03-23,,Dienststelle für Gesundheitswesen coordinates allocation of volunteers with medical or care education,cantonal,other,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=6985818,JB,FK
CH,CH-VS,2020-03-23,,Staatsrat obliges municipality of Bagnes to follow federal and cantonal regulations more strictly,cantonal,other,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=6988835,JB,FK
CH,CH-VS,2020-03-24,,"Persons suspecting they are infected are asked to use the self-assessment tool www.coronacheck.ch before contacting a doctor.
",cantonal,case_management,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=7001122,JB,FK
CH,CH-VS,2020-03-24,,Central administration of all personnel and material ressources of hospitals in the canton,cantonal,other,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=7000682,JB,FK
CH,CH-VS,2020-03-24,,Private hospitals are required to support treatment of COVID19 patients,cantonal,case_management,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=7000682,JB,FK
CH,CH-VS,2020-03-24,,Outposts in front of hospitals are created to handle patient streams (supported by the army and civil defense),cantonal,case_management,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=7000682,JB,FK
CH,CH-VS,2020-03-24,,"Departement für Gesundheit, Soziales und Kultur takes over personnel and facilities from providers of domestic healthcare",cantonal,other,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=7000682,JB,FK
CH,CH-VS,2020-03-24,,"Opening of one floor at Centre Valaisan de Pneumologie to receive patients who do not need hospitalization, but cannot return home for other reasons",cantonal,case_management,isolation and self-isolation,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=7000682,JB,FK
CH,CH-VS,2020-03-24,,Offers for psychological support of healthcare personnel created,cantonal,other,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=7000682,JB,FK
CH,CH-VS,2020-03-24,,Creation of a list of backup medical personnel who can be activated,cantonal,other,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=7000682,JB,FK
CH,CH-VS,2020-03-24,,"Creation of backup stock of medical material (masks, desinfectant etc)",cantonal,other,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=7000682,JB,FK
CH,CH-VS,2020-03-26,,Centre de Cautionnement et de Financement provides cheap short-term loans for companies which are in difficulties,cantonal,economic,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=7025944,JB,FK
CH,CH-VS,2020-03-26,,Annual payments for loans from the canton suspended,cantonal,economic,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=7025945,JB,FK
CH,CH-VS,2020-03-26,,Financial aids for self-employed who are in difficulties,cantonal,economic,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=7025946,JB,FK
CH,CH-VS,2020-03-26,,All activities of the regional employment office suspended (other than those still required by federal decisions),cantonal,public_institutions,closure of public offices and counters,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=7025947,JB,FK
CH,CH-VS,2020-03-26,,Deadline for tax declaration postponed,cantonal,economic,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=7025948,JB,FK
CH,CH-VS,2020-03-26,,Companies authorized to make exceptional reserve funds for the year 2019,cantonal,economic,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=7025949,JB,FK
CH,CH-VS,2020-03-26,,Suspension of default interests for delayed payments of cantonal taxes,cantonal,economic,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=7025950,JB,FK
CH,CH-VS,2020-03-26,,Deadlinetax deducted at source postponed,cantonal,economic,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=7025951,JB,FK
CH,CH-VS,2020-03-26,,Suspension of admonitions and debt collections,cantonal,economic,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=7025952,JB,FK
CH,CH-VS,2020-03-26,,Creation of job portal for the agricultural sector to compensate lack of work capacity due to closed boarders,cantonal,economic,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=7025953,JB,FK
CH,CH-VS,2020-03-26,,Interest rates for federal loans to the agricultural sector lowered to 0%,cantonal,economic,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=7025954,JB,FK
CH,CH-VS,2020-03-26,,"Subsidies (""Direktzahlungen"") to the agricultural sector payed in advance",cantonal,economic,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=7025955,JB,FK
CH,CH-VS,2020-03-26,,Suspension of deadlines for referenda and initiatives,cantonal,other,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=7028932,JB,FK
CH,CH-VS,2020-03-31,,Cantonal offers to prevent domestic violence remain in place,cantonal,other,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=7065308,JB,FK
CH,CH-VS,2020-03-31,,"Psychological support program PsyCovid19 for infected, healthcare personnel and general population",cantonal,other,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=7077239,JB,FK
CH,CH-VS,2020-04-02,,Opening of Campus Energypolis postponed,cantonal,other,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=7097121,JB,FK
CH,CH-VS,2020-04-02,,Dienststelle für Gesundheitswesen and Verein der Walliser Alters- und Pflegeheime (AVALEMS) surveil situation in old people's homes,cantonal,other,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=7100649,JB,FK
CH,CH-VS,2020-04-02,,Assignment of extra doctors to provide health care in old people's homes,cantonal,other,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=7100649,JB,FK
CH,CH-VS,2020-04-03,,Increased capacities for daycare of children in cases not previously covered (if one parent has non-essential job but nonetheless obliged to work),cantonal,other,,https://www.vs.ch/de/web/communication/detail?groupId=529400&articleId=7106327,JB,FK
CH,CH-VS,2020-02-28,,first case detected,cantonal,case_management,testing,https://www.vs.ch/web/communication/detail?groupId=529400&articleId=6769750&redirect=https%3A%2F%2Fwww.vs.ch%2Fweb%2Fcommunication%2Farchives%3Fp_p_id%3Dvsarchiveportlet%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26_vsarchiveportlet_fromDate%3D%26_vsarchiveportlet_keywords%3Dpremier%2Bcas%26_vsarchiveportlet_year%3D-1%26_vsarchiveportlet_toDate%3D,FK,FK
CH,CH-UR,2020-02-26,,crisis staff formed,cantonal,other,,,SB,FK
CH,CH-UR,2020-02-28,,for events with less than 1000 participants a review throug the crisis staff is required,cantonal,mass_gatherings,event permit required,https://www.ur.ch/mmdirektionen/62987,SB,FK
CH,CH-UR,2020-03-11,,population invited to respect hygiene measures,cantonal,recommendations,,https://www.ur.ch/mmdirektionen/63371,SB,FK
CH,CH-UR,2020-03-13,,ban on visit in hospitals and retirement homes,cantonal,public_institutions,ban of access to short- and long-term care facilites,https://www.ur.ch/mmdirektionen/63554,SB,FK
CH,CH-UR,2020-03-17,,ausserordentliche Lage declared,cantonal,other,,https://www.ur.ch/mmregierungsrat/63700,SB,FK
CH,CH-UR,2020-03-17,,distance learning in schools,cantonal,public_institutions,closure of schools,https://www.ur.ch/mmregierungsrat/63700,SB,FK
CH,CH-UR,2020-03-17,,electronic payment recommended,cantonal,other,,https://www.ur.ch/_docn/206842/COVID-19-Verordnung_2_des_Bundesrates_Umsetzung_Kanton_Uri.pdf,SB,FK
CH,CH-UR,2020-03-17,,keep at least two meters distance,cantonal,recommendations,,https://www.ur.ch/_docn/206842/COVID-19-Verordnung_2_des_Bundesrates_Umsetzung_Kanton_Uri.pdf,SB,FK
CH,CH-UR,2020-03-17,,avoid meeting groups larger than five persons,cantonal,recommendations,,https://www.ur.ch/_docn/206842/COVID-19-Verordnung_2_des_Bundesrates_Umsetzung_Kanton_Uri.pdf,SB,FK
CH,CH-UR,2020-03-17,,event ban,cantonal,mass_gatherings,ban of events / mass gatherings of > 5 persons,https://www.ur.ch/_docn/206842/COVID-19-Verordnung_2_des_Bundesrates_Umsetzung_Kanton_Uri.pdf,SB,FK
CH,CH-UR,2020-03-17,,all non-necessary stores must close,cantonal,private_institutions,closure of private institutions and businesses with close contact,https://www.ur.ch/_docn/206842/COVID-19-Verordnung_2_des_Bundesrates_Umsetzung_Kanton_Uri.pdf,SB,FK
CH,CH-UR,2020-03-17,,ban on religious functions,cantonal,mass_gatherings,,https://www.ur.ch/_docn/206842/COVID-19-Verordnung_2_des_Bundesrates_Umsetzung_Kanton_Uri.pdf,SB,FK
CH,CH-UR,2020-03-18,,population invited to self-isolation in case of symptoms,cantonal,case_management,isolation and self-isolation,https://www.ur.ch/mmdirektionen/63802,SB,FK
CH,CH-UR,2020-03-20,,movement restrictions for people above 65 years old,cantonal,mobility,stay-at-home recommendation,https://www.ur.ch/mmdirektionen/63880,SB,FK
CH,CH-UR,2020-03-23,,population invited to use public transport only if strictly necessary,cantonal,recommendations,,https://www.ur.ch/mmdirektionen/63865,SB,FK
CH,CH-UR,2020-03-24,,call for health care workers,cantonal,other,,https://www.ur.ch/mmdirektionen/64003,FK,FK
CH,CH-UR,2020-02-26,,first suspected case,cantonal,case_management,testing,https://www.luzernerzeitung.ch/zentralschweiz/uri/erster-corona-verdachtsfall-in-uri-ld.1198543,FK,FK
CH,CH-SZ,2020-02-27,,"Task Force ("" Sonderstab Coronavirus"") put in place several days ago",cantonal,other,,https://www.sz.ch/public/upload/assets/45312/MM_Coronavirus_27_1_2020.pdf,JB,FK
CH,CH-SZ,2020-02-28,,Prohibition of events with more than 1000 participants (following federal decision),cantonal,mass_gatherings,ban of events / mass gatherings of > 1000 persons,https://www.sz.ch/public/upload/assets/45314/MM_Coronavirus_28_2_2020.pdf,JB,FK
CH,CH-SZ,2020-02-28,,Events with less than 1000 but more than 150 participants require authorization from the canton and must follow FOPH guidelines,cantonal,mass_gatherings,event permit required,https://www.sz.ch/public/upload/assets/45314/MM_Coronavirus_28_2_2020.pdf,JB,FK
CH,CH-SZ,2020-03-05,,No more public or internal events in old people's homes,cantonal,public_institutions,restriction of access to short- and long-term care facilites,https://www.sz.ch/public/upload/assets/45412/MM_Coronavirus_5_3_2020.pdf,JB,FK
CH,CH-SZ,2020-03-05,,Entry controls for visitors in old people's homes,cantonal,public_institutions,restriction of access to short- and long-term care facilites,https://www.sz.ch/public/upload/assets/45412/MM_Coronavirus_5_3_2020.pdf,JB,FK
CH,CH-SZ,2020-03-06,,Persons showing symmptoms are asked to contact doctors by phone rather than going directly to the hospital,cantonal,recommendations,,https://www.sz.ch/public/upload/assets/45417/MM_Coronavirus_6_3_2020.pdf,JB,FK
CH,CH-SZ,2020-03-06,,Information for employers provided by the canton via telephone or email,cantonal,other,,https://www.sz.ch/public/upload/assets/45417/MM_Coronavirus_6_3_2020.pdf,JB,FK
CH,CH-SZ,2020-03-16,,Closure of schools,cantonal,public_institutions,closure of schools,https://www.sz.ch/public/upload/assets/45585/MM_Coronavirus_13_03_2020.pdf,JB,FK
CH,CH-SZ,2020-03-13,,Prohibition of events with more than 100 participants (ecept in case of important public interest),cantonal,mass_gatherings,ban of events / mass gatherings of > 100 persons,https://www.sz.ch/public/upload/assets/45585/MM_Coronavirus_13_03_2020.pdf,JB,FK
CH,CH-SZ,2020-03-13,,"Restaurants, Bars and Clubs must not host more than 50 persons in the same room.",cantonal,private_institutions,restriction of access to private institutions,https://www.sz.ch/public/upload/assets/45585/MM_Coronavirus_13_03_2020.pdf,JB,FK
CH,CH-SZ,2020-03-16,,Prohibition of visits in hospitals,cantonal,public_institutions,ban of access to short- and long-term care facilites,https://www.sz.ch/public/upload/assets/45585/MM_Coronavirus_13_03_2020.pdf,JB,FK
CH,CH-SZ,2020-03-16,,Prohibition of visits in ol people's homes,cantonal,public_institutions,ban of access to short- and long-term care facilites,https://www.sz.ch/public/upload/assets/45585/MM_Coronavirus_13_03_2020.pdf,JB,FK
CH,CH-SZ,2020-03-16,,Colsure of all non-essential shops and businesses (following federal decision),cantonal,private_institutions,closure of private institutions and businesses with close contact,https://www.sz.ch/public/upload/assets/45697/MM_Josefstag.pdf,JB,FK
CH,CH-SZ,2020-03-19,,Essential shops and businesses are allowed to open on 19 March despite local holiday (Josephstag),cantonal,other,,https://www.sz.ch/public/upload/assets/45697/MM_Josefstag.pdf,JB,FK
CH,CH-SZ,2020-03-17,,"""Sonderstab Coronavirus"" taskforce replaced by ""kantonaler Führungsstab"" (cantonal leadership staff)",cantonal,other,,https://www.sz.ch/public/upload/assets/45637/MM_KFS_Corona_17_3_2020.pdf,JB,FK
CH,CH-SZ,2020-03-17,,Cantonal COVID19 hotline launched,cantonal,recommendations,,https://www.sz.ch/public/upload/assets/45637/MM_KFS_Corona_17_3_2020.pdf,JB,FK
CH,CH-SZ,2020-03-16,,Districts and municipalities are informed about the situation and their competences,cantonal,other,,https://www.sz.ch/public/upload/assets/45637/MM_KFS_Corona_17_3_2020.pdf,JB,FK
CH,CH-SZ,2020-03-20,,Cantonal guarantee for loans to ensure liquidity of businesses,cantonal,economic,,https://www.sz.ch/public/upload/assets/45695/MM_Unterst%C3%BCtzungspaket.pdf,JB,FK
CH,CH-SZ,2020-03-20,,Deadlines for payments to the canton prolongued,cantonal,economic,,https://www.sz.ch/public/upload/assets/45695/MM_Unterst%C3%BCtzungspaket.pdf,JB,FK
CH,CH-SZ,2020-03-20,,Suspension of tax payments to canton and municipalities possible,cantonal,economic,,https://www.sz.ch/public/upload/assets/45695/MM_Unterst%C3%BCtzungspaket.pdf,JB,FK
CH,CH-SZ,2020-03-20,,Deadline for tax declaration postponed from 31 March to 31 May,cantonal,economic,,https://www.sz.ch/public/upload/assets/45695/MM_Unterst%C3%BCtzungspaket.pdf,JB,FK
CH,CH-SZ,2020-03-21,,Financial aid for sports and culture sectors,cantonal,economic,,https://www.sz.ch/public/upload/assets/45695/MM_Unterst%C3%BCtzungspaket.pdf,JB,FK
CH,CH-SZ,2020-03-22,,Financial aid for agricultural sector,cantonal,economic,,https://www.sz.ch/public/upload/assets/45695/MM_Unterst%C3%BCtzungspaket.pdf,JB,FK
CH,CH-SZ,2020-03-24,,Cantonal vote on school laws scheduled for 17 May postponed,cantonal,other,,https://www.sz.ch/public/upload/assets/45815/MM_Abstimmung_17_Mai_2020.pdf,JB,FK
CH,CH-SZ,2020-03-13,,Call for voluntary help from members of civil defense,cantonal,other,,https://www.sz.ch/public/upload/assets/45759/MM_KFS_Zivilschutz_27_3_2020.pdf,JB,FK
CH,CH-SZ,2020-03-30,,Deadline for deductions from tax deducted at source postponed from 31 March to 31 May,cantonal,economic,,https://www.sz.ch/public/upload/assets/45787/MM_Verl%C3%A4ngerung_Antragsfrist_Tarifkorrektur.pdf,JB,FK
CH,CH-SZ,2020-04-01,,Private hospital Seeklinik Brunnen to provide additional capacities for COVID19 treatment,cantonal,other,,https://www.sz.ch/public/upload/assets/45829/MM_Seeklinik.pdf,JB,FK
CH,CH-SZ,2020-04-02,,Posters recalling regulations provided to districts and municipalities for installation in public spaces,cantonal,recommendations,,https://www.sz.ch/public/upload/assets/45869/MM_KFS_Corona_02_04_2020.pdf,JB,FK
CH,CH-SZ,2020-03-17,,Counters of trade register closed,cantonal,public_institutions,closure of public offices and counters,https://www.sz.ch/unternehmen/handelsregister/aktuelles.html/72-443-4442-6684,JB,FK
CH,CH-SZ,2020-03-19,,Verkehrsamt closed,cantonal,public_institutions,closure of public offices and counters,https://www.sz.ch/privatpersonen/mobilitaet-verkehr/verkehrsamt/formulare.html/72-512-450-446-7020,JB,FK
CH,CH-SZ,,,Employment office ounters closed,cantonal,public_institutions,closure of public offices and counters,https://www.sz.ch/privatpersonen/arbeit/arbeitslosigkeit/arbeitslosigkeit.html/72-512-485-478-1861,JB,FK
CH,CH-SZ,2020-03-04,,cases are in self-isolation at home,cantonal,case_management,quarantine and self-quarantine,https://www.sz.ch/public/upload/assets/45351/MM_Coronavirus_4_3_2020.pdf,FK,FK
CH,CH-SZ,2020-03-03,,First cases tested positive,cantonal,case_management,testing,https://www.sz.ch/public/upload/assets/45351/MM_Coronavirus_4_3_2020.pdf,FK,FK
CH,CH-TG,2020-02-24,,hygiene recommendations,cantonal,recommendations,,https://www.tg.ch/news/news-detailseite.html/485/news/43903/newsarchive/1,SB,FK
CH,CH-TG,2020-02-24,,travel recommendations: avoid travel to China,cantonal,recommendations,,https://www.tg.ch/news/news-detailseite.html/485/news/43903/newsarchive/1,SB,FK
CH,CH-TG,2020-02-24,,recommended self isolation for people showing symptomps,cantonal,case_management,isolation and self-isolation,https://www.tg.ch/news/news-detailseite.html/485/news/43903/newsarchive/1,SB,FK
CH,CH-TG,2020-02-24,,creation of crisis staff,cantonal,other,,https://www.tg.ch/news/news-detailseite.html/485/news/43903/newsarchive/1,SB,FK
CH,CH-TG,2020-02-28,,event under 10000 persons require evaluation,cantonal,mass_gatherings,event permit required,https://www.tg.ch/news/news-detailseite.html/485/news/44039/newsarchive/1,SB,FK
CH,CH-TG,2020-02-28,,prohibition of events wth more than 1000 persons (following federal decision),cantonal,mass_gatherings,ban of events / mass gatherings of > 1000 persons,https://www.tg.ch/news/news-detailseite.html/485/news/44039/newsarchive/1,JB,FK
CH,CH-TG,2020-02-28,,extension of crisis staff,cantonal,other,,https://www.tg.ch/news/news-detailseite.html/485/news/44039/newsarchive/1,JB,FK
CH,CH-TG,2020-03-02,,Creation of cantonal COVID19 hotline,cantonal,recommendations,,https://www.tg.ch/news/news-detailseite.html/485/news/44048/newsarchive/1,JB,FK
CH,CH-TG,2020-03-06,,Events with less than 150 persons no longer require cantnal authorization,cantonal,mass_gatherings,event permit required,https://www.tg.ch/news/news-detailseite.html/485/news/44235/newsarchive/1,JB,FK
CH,CH-TG,2020-03-11,,Thurgauer Technologietag scheduled for 30 March canceled,cantonal,other,,https://www.tg.ch/news/news-detailseite.html/485/news/44322/newsarchive/1,JB,FK
CH,CH-TG,2020-03-12,,Wahl- und Medienzentrum Frauenfeld event scheduled for 15 March canceled,cantonal,other,,https://www.tg.ch/news/news-detailseite.html/485/news/44356/newsarchive/1,JB,FK
CH,CH-TG,2020-03-13,,"Declaration of ""Ausserordentliche Lage""",cantonal,other,,https://www.tg.ch/news/news-detailseite.html/485/news/44413/newsarchive/1,JB,FK
CH,CH-TG,2020-03-16,,Closing of schools (following federal decision),cantonal,public_institutions,closure of schools,https://www.tg.ch/news/news-detailseite.html/485/news/44413/newsarchive/1,JB,FK
CH,CH-TG,2020-03-13,,Prohibition of events wth more than 100 persons (following federal decision),cantonal,mass_gatherings,ban of events / mass gatherings of > 100 persons,https://www.tg.ch/news/news-detailseite.html/485/news/44413/newsarchive/1,JB,FK
CH,CH-TG,2020-03-13,,Extension of competences and bugdet of cantonal crisis staff,cantonal,other,,https://www.tg.ch/news/news-detailseite.html/485/news/44413/newsarchive/1,JB,FK
CH,CH-TG,2020-03-14,,Obligation of schools to support parents who cannot ensure daily supervisin of their children,cantonal,other,,https://www.tg.ch/news/news-detailseite.html/485/news/44464/newsarchive/1,JB,FK
CH,CH-TG,2020-03-16,,Creation of hotline concerning reduced working hours,cantonal,other,,https://www.tg.ch/news/news-detailseite.html/485/news/44563/newsarchive/1,JB,FK
CH,CH-TG,2020-03-17,,Regionalvermittlungszentren of the cantonal employment centers close counters,cantonal,public_institutions,closure of public offices and counters,https://www.tg.ch/news/news-detailseite.html/485/news/44563/newsarchive/1,JB,FK
CH,CH-TG,2020-03-17,,Arbeitslosenkasse closes counters,cantonal,public_institutions,"closure of public places (museums, sports facilities, ..)",https://www.tg.ch/news/news-detailseite.html/485/news/44563/newsarchive/1,JB,FK
